,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
1687,Sean Morrison,eng ENG,DF,Cardiff City,eng Premier League,27,1991,34,34,3039,33.8,1,3,4,1,0,0,6,0,5,5,3.7,8.7,7,49,16,0.03,0.09,0.12,0.03,0.12,0.15,0.11,0.26,0.15,0.26,Matches,09fec029
1688,Victor Moses,ng NGA,FW,Chelsea,eng Premier League,27,1990,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,0,1,0,0,0,0,0,0,0.2,0.2,0,0.2,Matches,e726e11e
1689,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,22,1996,32,18,1771,19.7,9,2,11,8,1,1,3,0,7,6.2,1.4,7.6,28,22,164,0.46,0.1,0.56,0.41,0.51,0.36,0.07,0.43,0.32,0.39,Matches,3eaf8817
1690,Lebo Mothiba,za RSA,FW,Lille,fr Ligue 1,22,1996,3,3,253,2.8,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.2,2,2,9,0.36,0,0.36,0.36,0.36,0.03,0.05,0.08,0.03,0.08,Matches,3eaf8817
1691,François Moubandje,ch SUI,DF,Toulouse,fr Ligue 1,28,1990,22,21,1935,21.5,0,0,0,0,0,0,3,0,0.4,0.4,1,1.4,35,75,79,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,Matches,6ca88b2a
1692,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28a65a2c
1693,Steve Mounié,bj BEN,FW,Huddersfield,eng Premier League,23,1994,31,19,1778,19.8,2,3,5,2,0,0,1,1,5.8,5.8,1.9,7.7,22,34,94,0.1,0.15,0.25,0.1,0.25,0.3,0.09,0.39,0.3,0.39,Matches,19ba6c6d
1694,Lucas Moura,br BRA,FWMF,Tottenham,eng Premier League,25,1992,32,25,2121,23.6,10,0,10,10,0,0,3,0,6.3,6.3,1.5,7.8,79,63,193,0.42,0,0.42,0.42,0.42,0.27,0.06,0.33,0.27,0.33,Matches,2b622f01
1695,Herman Moussaki,fr FRA,MFFW,Caen,fr Ligue 1,19,1999,6,2,204,2.3,0,1,1,0,0,0,1,0,0.2,0.2,0.2,0.4,5,1,14,0,0.44,0.44,0,0.44,0.11,0.07,0.18,0.11,0.18,Matches,63a10528
1696,Lys Mousset,fr FRA,FW,Bournemouth,eng Premier League,22,1996,24,1,368,4.1,1,0,1,1,0,0,1,0,1.4,1.4,0.3,1.6,5,12,41,0.24,0,0.24,0.24,0.24,0.34,0.06,0.4,0.34,0.4,Matches,d9cfca3d
1697,João Moutinho,pt POR,MF,Wolves,eng Premier League,31,1986,38,35,3032,33.7,1,8,9,1,0,0,4,0,0.7,0.7,6.5,7.2,34,220,48,0.03,0.24,0.27,0.03,0.27,0.02,0.19,0.21,0.02,0.21,Matches,f5a00fa4
1698,Samuel Moutoussamy,cd COD,MFFW,Nantes,fr Ligue 1,21,1996,28,19,1648,18.3,2,3,5,2,0,0,0,0,2.3,2.3,1.9,4.2,38,61,93,0.11,0.16,0.27,0.11,0.27,0.13,0.1,0.23,0.13,0.23,Matches,af0c835b
1699,Toni Moya,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,9e098912
1700,Javi Moyano,es ESP,DF,Valladolid,es La Liga,32,1986,27,25,2098,23.3,0,0,0,0,0,0,3,0,0.3,0.3,0.3,0.6,19,69,59,0,0,0,0,0,0.01,0.01,0.03,0.01,0.03,Matches,933e8c8a
1701,Samuel Mráz,sk SVK,FW,Empoli,it Serie A,21,1997,6,2,170,1.9,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1,2,0,10,0.53,0,0.53,0.53,0.53,0.4,0.15,0.55,0.4,0.55,Matches,be6c1ccc
1702,Ndombe Mubele,cd COD,FW,Toulouse,fr Ligue 1,24,1994,15,4,465,5.2,1,0,1,1,0,0,0,0,0.9,0.9,0.3,1.3,12,5,39,0.19,0,0.19,0.19,0.19,0.18,0.06,0.24,0.18,0.24,Matches,176674ab
1703,Lukas Mühl,de GER,DF,Nürnberg,de Bundesliga,21,1997,31,31,2790,31,1,0,1,1,0,0,4,0,1,1,0.8,1.8,14,70,5,0.03,0,0.03,0.03,0.03,0.03,0.02,0.06,0.03,0.06,Matches,6b32d0a6
1704,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,20,1997,19,14,1225,13.6,1,1,2,1,0,0,3,0,0.4,0.4,1.6,2.1,40,75,43,0.07,0.07,0.15,0.07,0.15,0.03,0.12,0.15,0.03,0.15,Matches,ac73ec79
1705,Florian Müller,de GER,GK,Mainz 05,de Bundesliga,20,1997,24,24,2160,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cbac6ec9
1706,Nicolai Müller,de GER,MFFW,Hannover 96,de Bundesliga,30,1987,14,11,899,10,3,0,3,3,0,0,2,0,2.4,2.4,0.8,3.2,19,21,48,0.3,0,0.3,0.3,0.3,0.24,0.08,0.32,0.24,0.32,Matches,5e1df051
1707,Nicolai Müller,de GER,FWMF,Eint Frankfurt,de Bundesliga,30,1987,7,3,217,2.4,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,4,5,7,0.83,0,0.83,0.83,0.83,0.27,0.04,0.32,0.27,0.32,Matches,5e1df051
1708,Thomas Müller,de GER,MFFW,Bayern Munich,de Bundesliga,28,1989,32,28,2378,26.4,6,9,15,6,0,0,1,0,9.3,9.3,10.6,19.9,56,141,320,0.23,0.34,0.57,0.23,0.57,0.35,0.4,0.75,0.35,0.75,Matches,3c6089ab
1709,Gianni Munari,it ITA,MF,Parma,it Serie A,35,1983,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e50613bd
1710,Iker Muniain,es ESP,MFFW,Athletic Club,es La Liga,25,1992,34,27,2383,26.5,7,3,10,6,1,1,7,0,7.1,6.3,3.3,9.6,64,179,108,0.26,0.11,0.38,0.23,0.34,0.27,0.13,0.39,0.24,0.36,Matches,c05dfb74
1711,Marc Muniesa,es ESP,DFMF,Girona,es La Liga,26,1992,19,15,1406,15.6,0,0,0,0,0,0,6,0,0.5,0.5,0.5,0.9,11,62,25,0,0,0,0,0,0.03,0.03,0.06,0.03,0.06,Matches,4db76f57
1712,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,20,1997,11,11,951,10.6,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,28,24,43,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,Matches,228b0d9d
1713,Ezequiel Muñoz,ar ARG,DF,Leganés,es La Liga,27,1990,3,2,211,2.3,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,4,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,e4b8c5b6
1714,Joaquín Muñoz,es ESP,FW,Atlético Madrid,es La Liga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e9fbcc21
1715,Alessandro Murgia,it ITA,MF,SPAL,it Serie A,21,1996,15,11,1072,11.9,0,3,3,0,0,0,1,0,0.8,0.8,1.8,2.5,13,40,18,0,0.25,0.25,0,0.25,0.06,0.15,0.21,0.06,0.21,Matches,fb2c533b
1716,Alessandro Murgia,it ITA,MF,Lazio,it Serie A,21,1996,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fb2c533b
1717,Luis Muriel,co COL,FW,Fiorentina,it Serie A,27,1991,19,16,1441,16,6,0,6,6,0,0,1,0,3.5,3.5,1.5,5,56,33,100,0.37,0,0.37,0.37,0.37,0.22,0.1,0.31,0.22,0.31,Matches,eb2fe5b6
1718,Luis Muriel,co COL,MFFW,Sevilla,es La Liga,27,1991,6,1,123,1.4,1,1,2,1,0,0,0,0,0.2,0.2,0.1,0.4,4,4,11,0.73,0.73,1.46,0.73,1.46,0.18,0.08,0.26,0.18,0.26,Matches,eb2fe5b6
1719,Jeison Murillo,co COL,DF,Barcelona,es La Liga,26,1992,2,1,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,b233e8e4
1720,Jeison Murillo,co COL,DF,Valencia,es La Liga,26,1992,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Matches,b233e8e4
1721,Jacob Murphy,eng ENG,MFDF,Newcastle Utd,eng Premier League,23,1995,9,3,302,3.4,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,8,7,17,0,0.3,0.3,0,0.3,0.02,0.18,0.2,0.02,0.2,Matches,de112b84
1722,Josh Murphy,eng ENG,MFFW,Cardiff City,eng Premier League,23,1995,29,22,1817,20.2,3,2,5,3,0,0,2,0,4.1,4.1,3.9,8,81,23,126,0.15,0.1,0.25,0.15,0.25,0.2,0.19,0.4,0.2,0.4,Matches,b30c7426
1723,Glenn Murray,eng ENG,FW,Brighton,eng Premier League,34,1983,38,30,2508,27.9,13,1,14,9,4,4,5,0,11.4,8.1,1.3,9.4,12,41,136,0.47,0.04,0.5,0.32,0.36,0.41,0.05,0.46,0.29,0.34,Matches,f2f29dda
1724,Nicola Murru,it ITA,DF,Sampdoria,it Serie A,23,1994,35,34,2934,32.6,0,5,5,0,0,0,9,0,0.4,0.4,3.5,4,66,203,113,0,0.15,0.15,0,0.15,0.01,0.11,0.12,0.01,0.12,Matches,d183e9d6
1725,Mateo Musacchio,ar ARG,DF,Milan,it Serie A,27,1990,29,29,2610,29,1,0,1,1,0,0,2,0,2,2,0.4,2.4,11,116,4,0.03,0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,Matches,91899ca8
1726,Florent Muslija,xk KVX,MFFW,Hannover 96,de Bundesliga,20,1998,17,6,679,7.5,2,0,2,2,0,0,1,0,1.2,1.2,0.7,2,28,30,51,0.27,0,0.27,0.27,0.27,0.16,0.1,0.26,0.16,0.26,Matches,ae961785
1727,Juan Musso,ar ARG,GK,Udinese,it Serie A,24,1994,29,29,2610,29,0,0,0,0,0,0,4,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a111cf41
1728,Shkodran Mustafi,de GER,DF,Arsenal,eng Premier League,26,1992,31,31,2611,29,2,0,2,2,0,0,9,0,1.5,1.5,0.6,2.1,26,118,12,0.07,0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,Matches,3f2d59fe
1729,Damián Musto,ar ARG,MFDF,Huesca,es La Liga,31,1987,24,20,1686,18.7,0,0,0,0,0,0,11,0,1.2,1.2,0.3,1.5,5,73,10,0,0,0,0,0,0.06,0.02,0.08,0.06,0.08,Matches,74e0a984
1730,Yoshinori Mutō,jp JPN,FWMF,Newcastle Utd,eng Premier League,26,1992,17,5,524,5.8,1,0,1,1,0,0,1,0,0.9,0.9,0.8,1.7,9,6,28,0.17,0,0.17,0.17,0.17,0.16,0.14,0.3,0.16,0.3,Matches,5343eb4e
1731,Yvon Mvogo,ch SUI,GK,RB Leipzig,de Bundesliga,24,1994,2,1,135,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dc29b608
1732,Phillipp Mwene,at AUT,DFMF,Mainz 05,de Bundesliga,24,1994,6,2,274,3,0,0,0,0,0,0,0,0,0,0,0.3,0.4,5,13,12,0,0,0,0,0,0.01,0.11,0.12,0.01,0.12,Matches,2ff76adc
1733,Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,18,1999,27,24,2304,25.6,1,1,2,1,0,0,3,0,1.1,1.1,0.1,1.3,30,105,9,0.04,0.04,0.08,0.04,0.08,0.04,0.01,0.05,0.04,0.05,Matches,441197b8
1734,Kévin N'Doram,fr FRA,DFMF,Monaco,fr Ligue 1,22,1996,4,2,195,2.2,0,0,0,0,0,0,2,0,0.2,0.2,0,0.2,5,15,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches,e50623a0
1735,Abdallah N'dour,sn SEN,DF,Strasbourg,fr Ligue 1,24,1993,4,4,292,3.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,7,5,10,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches,4749367a
1736,Cheikh N'Doye,sn SEN,MF,Angers,fr Ligue 1,32,1986,27,26,2334,25.9,0,3,3,0,0,0,4,0,2.8,2.3,1.7,3.9,23,94,91,0,0.12,0.12,0,0.12,0.11,0.06,0.17,0.09,0.15,Matches,f1b2365a
1737,Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,18,2000,1,1,70,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.04,0,0.04,0.04,0.04,Matches,e110ea4b
1738,Clinton N'Jie,cm CMR,FW,Marseille,fr Ligue 1,24,1993,17,3,364,4,3,2,5,3,0,0,0,0,1,1,0.9,1.9,15,5,36,0.74,0.49,1.24,0.74,1.24,0.24,0.23,0.47,0.24,0.47,Matches,77f278a0
1739,Georges-Kévin N'Koudou,cm CMR,FW,Tottenham,eng Premier League,23,1995,1,0,5,0.1,0,1,1,0,0,0,0,0,0,0,0.5,0.5,0,0,3,0,18,18,0,18,0,9.73,9.73,0,9.73,Matches,76c131da
1740,Georges-Kévin N'Koudou,cm CMR,FW,Monaco,fr Ligue 1,23,1995,3,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,2,1,5,0,0,0,0,0,0.36,0,0.36,0.36,0.36,Matches,76c131da
1741,Stanley N'Soki,fr FRA,DF,Paris S-G,fr Ligue 1,19,1999,12,8,698,7.8,0,0,0,0,0,0,2,0,0,0,0.1,0.1,19,32,43,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches,61590953
1742,Nacho,es ESP,DF,Valladolid,es La Liga,29,1989,35,35,3150,35,1,3,4,1,0,0,10,0,0.6,0.6,3.7,4.2,81,151,179,0.03,0.09,0.11,0.03,0.11,0.02,0.1,0.12,0.02,0.12,Matches,e29d1111
1743,Nacho,es ESP,DF,Real Madrid,es La Liga,28,1990,20,19,1698,18.9,0,1,1,0,0,0,8,1,0.3,0.3,0.8,1.2,15,53,52,0,0.05,0.05,0,0.05,0.02,0.04,0.06,0.02,0.06,Matches,2946f9a1
1744,Ádám Nagy,hu HUN,MF,Bologna,it Serie A,23,1995,14,10,975,10.8,0,0,0,0,0,0,3,1,0.2,0.2,0.5,0.7,10,53,11,0,0,0,0,0,0.02,0.05,0.06,0.02,0.06,Matches,788b31e2
1745,Radja Nainggolan,be BEL,MF,Inter,it Serie A,30,1988,29,22,1967,21.9,6,3,9,6,0,0,3,0,3.8,3.8,3.4,7.2,51,135,145,0.27,0.14,0.41,0.27,0.41,0.17,0.16,0.33,0.17,0.33,Matches,1f9328da
1746,Naldo,br BRA,DF,Espanyol,es La Liga,29,1988,16,16,1362,15.1,1,1,2,1,0,0,3,0,1.1,1.1,0.3,1.3,3,21,1,0.07,0.07,0.13,0.07,0.13,0.07,0.02,0.09,0.07,0.09,Matches,a2609621
1747,Naldo,br BRA,DF,Monaco,fr Ligue 1,35,1982,7,5,301,3.3,0,0,0,0,0,0,0,2,0.6,0.6,0,0.6,2,7,0,0,0,0,0,0,0.16,0.01,0.17,0.16,0.17,Matches,03bd0bf4
1748,Naldo,br BRA,DF,Schalke 04,de Bundesliga,35,1982,7,7,630,7,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,5,28,3,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13,Matches,03bd0bf4
1749,Samir Nasri,fr FRA,MF,West Ham,eng Premier League,31,1987,5,3,245,2.7,0,2,2,0,0,0,0,0,0.1,0.1,0.3,0.5,9,17,10,0,0.73,0.73,0,0.73,0.05,0.13,0.17,0.05,0.17,Matches,165bed61
1750,Matija Nastasić,rs SRB,DF,Schalke 04,de Bundesliga,25,1993,28,28,2449,27.2,1,0,1,1,0,0,6,1,2,2,0.2,2.3,13,80,1,0.04,0,0.04,0.04,0.04,0.07,0.01,0.08,0.07,0.08,Matches,f35430a4
1751,Marc Navarro,es ESP,DF,Watford,eng Premier League,23,1995,2,1,84,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,Matches,c2846353
1752,Ximo Navarro,es ESP,DF,Alavés,es La Liga,28,1990,31,28,2533,28.1,2,2,4,2,0,0,7,0,0.7,0.7,1.5,2.2,35,68,38,0.07,0.07,0.14,0.07,0.14,0.02,0.05,0.08,0.02,0.08,Matches,8db394aa
1753,Jesús Navas,es ESP,DFFW,Sevilla,es La Liga,32,1985,32,31,2712,30.1,1,5,6,1,0,0,8,0,1.5,1.5,6.2,7.7,170,184,288,0.03,0.17,0.2,0.03,0.2,0.05,0.21,0.26,0.05,0.26,Matches,3f10bd22
1754,Keylor Navas,cr CRC,GK,Real Madrid,es La Liga,31,1986,10,10,900,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ecada4fc
1755,Raúl Navas,es ESP,DF,Real Sociedad,es La Liga,30,1988,16,15,1310,14.6,0,0,0,0,0,0,4,0,0.3,0.3,0.3,0.6,13,45,1,0,0,0,0,0,0.02,0.02,0.04,0.02,0.04,Matches,ad178594
1756,Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,21,1996,38,37,3296,36.6,2,0,2,2,0,0,8,0,3.7,3.7,1.8,5.5,26,201,35,0.05,0,0.05,0.05,0.05,0.1,0.05,0.15,0.1,0.15,Matches,6b47c5db
1757,Aly Ndom,fr FRA,MF,Caen,fr Ligue 1,22,1996,1,1,45,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,df819670
1758,Aly Ndom,fr FRA,MF,Reims,fr Ligue 1,22,1996,11,3,363,4,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,11,27,3,0,0,0,0,0,0.03,0.01,0.03,0.03,0.03,Matches,df819670
1759,Tanguy Ndombele,fr FRA,MF,Lyon,fr Ligue 1,21,1996,34,31,2690,29.9,1,7,8,1,0,0,3,0,1.9,1.9,3.6,5.5,81,266,61,0.03,0.23,0.27,0.03,0.27,0.06,0.12,0.18,0.06,0.18,Matches,5cdddffa
1760,Angelo Ndrecka,al ALB,DF,Chievo,it Serie A,16,2001,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,3,3,0,0,0,0,0,0.02,0.08,0.1,0.02,0.1,Matches,fcd20025
1761,Reiss Nelson,eng ENG,MFFW,Hoffenheim,de Bundesliga,18,1999,23,5,643,7.1,7,0,7,7,0,0,0,0,3.3,3.3,0.9,4.1,35,28,57,0.98,0,0.98,0.98,0.98,0.46,0.12,0.58,0.46,0.58,Matches,c5bdb6e3
1762,Neto,br BRA,GK,Valencia,es La Liga,29,1989,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches,a9dc785c
1763,Pedro Neto,pt POR,FWDF,Lazio,it Serie A,18,2000,4,0,46,0.5,0,0,0,0,0,0,1,0,0,0,0.1,0.1,1,1,8,0,0,0,0,0,0.05,0.1,0.15,0.05,0.15,Matches,7ba2eaa9
1764,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,32,1986,26,26,2302,25.6,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches,8778c910
1765,Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,21,1997,32,25,2062,22.9,3,8,11,3,0,0,5,0,5.7,5.7,3.1,8.9,62,120,116,0.13,0.35,0.48,0.13,0.48,0.25,0.14,0.39,0.25,0.39,Matches,36a59ba4
1766,Rúben Neves,pt POR,MF,Wolves,eng Premier League,21,1997,35,34,3007,33.4,4,3,7,2,2,2,8,0,4,2.4,1.9,4.3,15,206,12,0.12,0.09,0.21,0.06,0.15,0.12,0.06,0.18,0.07,0.13,Matches,44bfb6c5
1767,Neymar,br BRA,MFFW,Paris S-G,fr Ligue 1,26,1992,17,16,1439,16,15,7,22,10,5,5,2,0,11,7.1,6.9,14,125,177,138,0.94,0.44,1.38,0.63,1.06,0.69,0.43,1.12,0.44,0.87,Matches,69384e5d
1768,Yeni Ngbakoto,cd COD,MFFW,Guingamp,fr Ligue 1,26,1992,15,4,566,6.3,1,0,1,1,0,0,0,0,1.6,1.6,0.8,2.4,8,13,36,0.16,0,0.16,0.16,0.16,0.25,0.14,0.39,0.25,0.39,Matches,813aae2f
1769,Moussa Niakhate,sn SEN,DF,Mainz 05,de Bundesliga,22,1996,33,32,2789,31,1,1,2,1,0,0,3,0,1.5,1.5,0.6,2.1,19,73,10,0.03,0.03,0.06,0.03,0.06,0.05,0.02,0.07,0.05,0.07,Matches,242715
1770,M'Baye Niang,sn SEN,FWMF,Rennes,fr Ligue 1,23,1994,29,19,1793,19.9,11,4,15,9,2,2,5,0,7.8,6.3,1.7,8,63,44,115,0.55,0.2,0.75,0.45,0.65,0.39,0.09,0.48,0.31,0.4,Matches,2054d037
1771,Oumar Niasse,sn SEN,FW,Cardiff City,eng Premier League,28,1990,13,12,931,10.3,0,0,0,0,0,0,0,0,3.4,3.4,0.6,4,23,16,64,0,0,0,0,0,0.33,0.05,0.39,0.33,0.39,Matches,af721f98
1772,Oumar Niasse,sn SEN,FW,Everton,eng Premier League,28,1990,5,0,63,0.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,10,0,0,0,0,0,0.71,0.34,1.05,0.71,1.05,Matches,af721f98
1773,Hans Nicolussi Caviglia,it ITA,MF,Juventus,it Serie A,18,2000,3,0,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches,b136c945
1774,Florian Niederlechner,de GER,FWMF,Freiburg,de Bundesliga,27,1990,24,12,970,10.8,4,1,5,4,0,0,3,0,4.6,4.6,0.7,5.4,11,18,53,0.37,0.09,0.46,0.37,0.46,0.43,0.07,0.5,0.43,0.5,Matches,d6862409
1775,Saúl Ñíguez,es ESP,MFDF,Atlético Madrid,es La Liga,23,1994,33,32,2925,32.5,4,1,5,4,0,1,10,0,5,4.1,1.3,5.4,56,120,109,0.12,0.03,0.15,0.12,0.15,0.15,0.04,0.19,0.13,0.17,Matches,c14bc029
1776,Dimitris Nikolaou,gr GRE,DF,Empoli,it Serie A,19,1998,4,4,348,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,0,Matches,cf961d8d
1777,Casimir Ninga,td CHA,FWMF,Caen,fr Ligue 1,25,1993,33,28,2468,27.4,6,3,9,5,1,1,9,0,5.6,4.8,2.5,7.3,95,27,185,0.22,0.11,0.33,0.18,0.29,0.2,0.09,0.3,0.18,0.27,Matches,91f2da4c
1778,Eddie Nketiah,eng ENG,MFFW,Arsenal,eng Premier League,19,1999,5,0,67,0.7,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,3,1,7,1.34,0,1.34,1.34,1.34,0.27,0.18,0.45,0.27,0.45,Matches,a53649b7
1779,Nicolas Nkoulou,cm CMR,DF,Torino,it Serie A,28,1990,36,36,3214,35.7,2,0,2,2,0,0,7,1,1,1,0.1,1.1,1,42,2,0.06,0,0.06,0.06,0.06,0.03,0,0.03,0.03,0.03,Matches,93cf32a8
1780,Christopher Nkunku,fr FRA,MFFW,Paris S-G,fr Ligue 1,20,1997,22,13,1156,12.8,3,2,5,3,0,0,0,0,2.6,2.6,3.1,5.7,52,61,130,0.23,0.16,0.39,0.23,0.39,0.21,0.24,0.44,0.21,0.44,Matches,7c56da38
1781,Mark Noble,eng ENG,MF,West Ham,eng Premier League,31,1987,31,29,2291,25.5,5,5,10,1,4,4,6,1,3.7,0.5,1.9,2.4,23,197,47,0.2,0.2,0.39,0.04,0.24,0.14,0.07,0.22,0.02,0.09,Matches,ff527768
1782,Peru Nolaskoain,es ESP,DF,Athletic Club,es La Liga,19,1998,8,4,464,5.2,2,0,2,2,0,0,2,1,0.4,0.4,0.1,0.5,2,24,1,0.39,0,0.39,0.39,0.39,0.08,0.01,0.1,0.08,0.1,Matches,857cb4f3
1783,Nolito,es ESP,FWDF,Sevilla,es La Liga,31,1986,4,1,76,0.8,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,4,2,12,0,0,0,0,0,0.61,0,0.61,0.61,0.61,Matches,b2d0ec1b
1784,Arnaud Nordin,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,20,1998,25,11,1050,11.7,3,1,4,3,0,0,2,0,3.7,3.7,2.1,5.8,53,30,95,0.26,0.09,0.34,0.26,0.34,0.32,0.18,0.49,0.32,0.49,Matches,7b9a9e25
1785,Håvard Nordtveit,no NOR,DF,Fulham,eng Premier League,28,1990,5,4,362,4,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,5,0,0,0.25,0.25,0,0.25,0,0.04,0.04,0,0.04,Matches,6cafd68d
1786,Håvard Nordtveit,no NOR,MFDF,Hoffenheim,de Bundesliga,28,1990,8,4,470,5.2,0,0,0,0,0,0,2,0,0.2,0.2,0,0.3,7,31,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,6cafd68d
1787,Will Norris,eng ENG,GK,Wolves,eng Premier League,24,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c73ada83
1788,Alexander Nübel,de GER,GK,Schalke 04,de Bundesliga,21,1996,18,18,1588,17.6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Matches,afb0c500
1789,Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,23,1995,13,11,904,10,0,1,1,0,0,0,5,1,0.2,0.2,0.1,0.2,10,63,3,0,0.1,0.1,0,0.1,0.02,0.01,0.02,0.02,0.02,Matches,93a50d2c
1790,Unai Núñez,es ESP,DF,Athletic Club,es La Liga,21,1997,12,11,1064,11.8,0,0,0,0,0,0,4,0,1.1,1.1,0.5,1.5,0,39,2,0,0,0,0,0,0.09,0.04,0.13,0.09,0.13,Matches,be170419
1791,Hans Nunoo Sarpei,gh GHA,FWMF,Stuttgart,de Bundesliga,19,1998,2,0,42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,9593331d
1792,Bram Nuytinck,nl NED,DF,Udinese,it Serie A,28,1990,27,24,2127,23.6,0,0,0,0,0,0,4,1,0.2,0.2,0.4,0.5,10,49,5,0,0,0,0,0,0.01,0.02,0.02,0.01,0.02,Matches,e33f36d5
1793,Gerzino Nyamsi,fr FRA,DF,Rennes,fr Ligue 1,21,1997,8,6,539,6,0,0,0,0,0,0,1,1,0,0,0,0,6,13,1,0,0,0,0,0,0,0,0,0,0,Matches,6043997c
